Gene,logFC,NegativeLogPValue
Ccl24,-0.14645334,0.7157466
Raver1,-0.05190919,0.7158475
Lrrcc1,0.054929856,0.7161208
Eef1b2,-0.052009717,0.7162229
Hexb,-0.0513012,0.71625596
Rps6-ps4,-0.11272848,0.71635896
Ddost,0.05693186,0.71643615
Pcna,-0.05360002,0.7164439
Sstr4,0.15470278,0.71654433
Prps1,-0.06162019,0.71656364
Ago3,-0.056346666,0.7166307
Mcm2,0.087301664,0.7168127
Wnt4,0.10900617,0.71686155
4930426L09Rik,0.14442101,0.71686363
Aamdc,-0.062870614,0.7168914
Gm6158,0.1347063,0.7169434
Rragd,-0.094395794,0.717012
Gm26617,0.104448035,0.7170421
Pcdh17,-0.08450654,0.71705633
Mterf3,-0.06270912,0.71708494
Calr3,-0.12036461,0.71718264
Efcab2,-0.082810104,0.71741235
Gm4951,-0.15274638,0.7174439
Hoga1,-0.11103374,0.7175504
Armh3,0.055315815,0.71769685
4930505N22Rik,0.16067094,0.71771854
Abcf2,0.055824514,0.7177751
Luc7l3,-0.053420715,0.7178243
Gm17271,-0.09780478,0.71782774
Stx1a,-0.06640236,0.71787035
Arpp19,0.050650034,0.7178934
Neu1,-0.053270213,0.7180043
Zfp560,0.072150335,0.7180385
Slc19a3,-0.10117688,0.718227
9930021J03Rik,-0.05177393,0.7182976
Pigs,0.049888376,0.7185009
Ccdc66,-0.05632305,0.7185174
Wdr37,-0.054509126,0.71867496
Gm16288,0.14745036,0.7187337
Aimp1,-0.059270844,0.7187869
Zfp110,-0.054967202,0.71880573
9930012K11Rik,0.06528814,0.71883637
Ntrk2,0.05562566,0.71888644
Adm,0.109720424,0.7189463
Gm15418,-0.13410076,0.7190354
Spag5,-0.18813717,0.71904427
Gsap,0.06637435,0.71918017
Eri3,0.055022474,0.7192289
Pelo,0.059127193,0.7193533
Dpm2,-0.055763934,0.71938896
Igf2r,0.05882876,0.7194169
Gm14295,-0.07560059,0.7194293
Epn1,0.05519716,0.7194322
Gm16148,0.124200866,0.71951973
Srp72,0.049702846,0.7195365
Ddx1,0.049539775,0.71969044
Urb2,0.067427136,0.72024
Rtl10,0.09373942,0.72028095
Rpl39,0.052677974,0.7204364
1810021B22Rik,0.12787372,0.72043985
Chst8,0.09169836,0.72045517
Gm11457,-0.11512427,0.72068316
Smchd1,-0.05029406,0.72079533
Gm26514,0.0903485,0.7212381
Spcs3,-0.05155069,0.72125894
Supt7l,0.055985436,0.72160757
Acsl1,0.07075039,0.7217496
Gm16192,-0.11768289,0.7221059
Glce,0.06502119,0.7221168
Heg1,-0.060378972,0.72215444
Gm29093,-0.12122994,0.7222508
Tulp3,0.050397992,0.7222865
Rhbdl3,-0.101094514,0.7222993
1700066J03Rik,0.16412859,0.7222996
Apobec3,-0.05667988,0.72230977
Gm10475,0.1419757,0.7223135
Actl6a,0.061675478,0.72248447
Lyz1,-0.11950921,0.722743
Zbtb24,-0.061158236,0.72299445
Ifi205,-0.2285839,0.7231191
Tmem198,-0.12897448,0.7233624
Cnn1,0.15058509,0.7234178
Usp9x,0.053934656,0.7234466
Syde1,-0.055792525,0.7234827
Ttc28,-0.056338597,0.7235281
Gm13388,-0.111942865,0.7235384
Gm15636,0.12126626,0.7235794
Gm17705,-0.13681789,0.72379684
Zfp26,0.05122291,0.7237986
Fam53a,-0.050946873,0.7239091
Rock2,-0.054734107,0.72394574
Rps19-ps6,-0.1288574,0.72401667
Gm13422,-0.13157539,0.72410315
Ska2,-0.06770315,0.7241188
Prkacb,-0.057665966,0.72427857
Wipi2,-0.053699527,0.72428316
Gm17087,-0.12476129,0.724377
Eif2d,-0.04958401,0.72441673
Sod2,0.049454495,0.7245263
Larp1,0.055468097,0.7246107
Mavs,-0.049458623,0.7246343
B230312C02Rik,0.2659107,0.7246541
Ahsa1,-0.052574232,0.72475916
Cxxc5,-0.050518293,0.7247606
Unc79,-0.091288246,0.7248112
B230206L02Rik,0.101854466,0.7248258
Gm14286,-0.09265443,0.72483224
Prpsap2,-0.051546868,0.72484815
Svbp,0.08097308,0.7249023
Ncoa4,0.04854305,0.72492725
Lrrc73,-0.14099447,0.7249829
Zfp317,0.052519724,0.7252663
Pdlim2,-0.05036261,0.72528434
Mms19,-0.053057544,0.7253107
Ddx47,-0.049724754,0.7253827
Rnf14,-0.049727984,0.72542137
Zfp120,-0.078902155,0.7254283
4930516B21Rik,-0.07116342,0.72545767
Crnkl1,-0.05426994,0.7254709
Il33,0.0538731,0.72561604
Fam118b,-0.06337127,0.72564244
Frmd5,0.085151754,0.72565156
B2m,-0.053755004,0.72565204
Rab21,-0.047034703,0.7257295
Rec8,-0.12858851,0.72575384
Gna11,0.054535784,0.7258087
Ddx49,-0.056017272,0.725889
Gm6563,0.12013136,0.725896
Gcc2,0.047650874,0.72591573
Rragb,0.075092524,0.72595
4930521E06Rik,-0.09422642,0.7259591
Ube2h,0.05485549,0.7260037
Apba3,-0.055237517,0.7260938
Pcdhb11,0.11711962,0.7261109
Trank1,-0.14288373,0.7261124
Mafa,0.14682452,0.72621304
Akap9,0.053638935,0.726232
Gm49322,-0.07923676,0.7263661
Nkiras2,-0.057211697,0.7263734
Ttc21b,0.056666832,0.72642404
Gm12272,0.111838125,0.72642565
Kctd18,0.054715104,0.7266558
Gm5915,-0.11776924,0.72677416
Coa4,0.103576675,0.7268377
Gm5389,0.14699389,0.7269114
Cnot6l,-0.049000196,0.7269775
Trmt6,0.059335727,0.72706115
Enpp4,-0.04749457,0.72711504
Enkd1,0.08045288,0.72712404
Prcc,-0.048011187,0.7272439
Dync1li2,-0.052599333,0.7272993
D330023K18Rik,0.091442324,0.72731394
Rbbp4,-0.055627983,0.72732115
Rnf170,0.052926432,0.7273422
Ttc23,-0.048869047,0.7273426
Ndufb2,-0.06487024,0.7273788
Ift74,0.072526224,0.7274143
Tnxa,0.07212945,0.72746265
Usp3,-0.052073747,0.72775924
Fli1,-0.066312894,0.72777957
Socs4,-0.05019734,0.7278262
Ephb4,0.05485197,0.72784376
Vdac3-ps1,0.10966433,0.72788036
Pdpk1,-0.05430189,0.72794724
Ttc30b,0.07692222,0.72819823
Ppp1r35,-0.0660744,0.72825974
Trim8,-0.05580507,0.7282614
Gm29055,0.12310894,0.72827667
Gm10822,-0.13209593,0.728296
Mdh1,0.04927859,0.7282964
Abt1,-0.07186835,0.7284651
Scaper,-0.047844503,0.72846794
Hoxb5os,-0.12732004,0.728501
Man1a,0.052406758,0.7285094
Kcnd3,-0.09488443,0.72855526
Gm7909,-0.15416884,0.72855806
Haus2,0.06251885,0.7285632
Tead1,0.053870335,0.72856575
Unc50,0.050775427,0.7286781
Bub3,-0.04888516,0.7287062
Vamp7,-0.07313501,0.72881365
Gm15971,-0.122452065,0.7288188
Dlat,0.051252127,0.7290651
Loxl1,0.091439895,0.7291367
Borcs8,-0.04975437,0.72918546
Trit1,0.067062065,0.72920454
Limd2,0.057682127,0.7292632
Ccdc15,0.059990488,0.72930473
Sec22c,0.048856,0.7294359
Dync2h1,-0.04876866,0.7295601
Ncoa3,-0.053372506,0.72989357
Grpel1,0.054151468,0.7299279
Chuk,-0.048213784,0.72993976
Ccdc61,-0.05492841,0.73000467
Gm24530,0.18957254,0.7300302
Slc4a2,0.05381147,0.73006886
Pcdh7,0.048751097,0.73011947
Hyal2,0.061297044,0.7302049
D330041H03Rik,0.07394726,0.7303271
Zfp462,0.062784635,0.73034364
Frzb,0.067308925,0.7305271
Gm3235,0.11572777,0.7306295
Spr,0.053275183,0.7306537
Prr14l,-0.048561364,0.73069865
Psmg1,-0.079253964,0.7307006
Hist2h2be,0.07472556,0.73090625
Gm9968,0.06109171,0.73094314
Mrps17,0.06299264,0.7309544
D3Ertd751e,-0.064305596,0.7310159
Tcf20,0.051719192,0.7311054
Nudcd3,0.053224847,0.7311833
Sncaip,0.10854062,0.73123056
Msn,0.05253361,0.7312479
Cyb5r3,0.056691676,0.73128885
5033430I15Rik,0.114874184,0.73135644
Jrkl,-0.0750578,0.7313585
Thumpd2,0.10292639,0.73138314
Bclaf1,-0.054343145,0.73141897
Gm13416,0.13919267,0.7314426
Rbx1,-0.049604937,0.7314732
Fam214a,-0.05054171,0.73149645
Nploc4,0.048524674,0.73153216
Ints1,-0.055092815,0.7315848
Fam104a,0.049392927,0.7315989
Ltn1,-0.048050087,0.731705
Atg4b,-0.048129052,0.7317174
Gm13414,0.14650118,0.73184127
Gm26736,0.10766298,0.7319046
Chek1,-0.10577887,0.73194057
Gm11788,-0.12166915,0.7319697
Cd83,-0.0794848,0.7319773
Gm5784,0.13955194,0.7320622
Chrac1,0.07514175,0.73223394
A2m,0.058125164,0.7323551
Poldip2,0.049162164,0.73245287
Lrrc20,-0.07708997,0.73246026
Mark3,-0.054321956,0.7326984
Gm8752,-0.12072712,0.7327152
Rpl6l,-0.09557254,0.7327473
1700120K04Rik,0.13324134,0.7327687
Yod1,-0.052469138,0.7328414
Ero1l,0.048365995,0.73291075
Gm14026,-0.09378504,0.73292947
Nostrin,-0.109941274,0.7329492
Rabggtb,-0.06625045,0.73305833
4930453N24Rik,-0.05393027,0.73315173
Zup1,0.0610069,0.73324245
Ctdnep1,0.04569536,0.7332538
0610009L18Rik,-0.08232452,0.7333484
Fam149a,-0.070341766,0.73335314
Map6d1,0.10096529,0.7334314
Gm12404,-0.100479856,0.7335934
Wars,-0.048196916,0.7336549
Ptpa,0.052135546,0.73379356
Gtpbp6,-0.054535717,0.7338146
AV039307,0.1362051,0.7338412
Lig1,-0.056840327,0.7338469
Sfxn2,-0.058199067,0.7338648
Kansl2,-0.050280545,0.7339243
Cep76,0.08488594,0.7339697
Gm28911,-0.087280884,0.73403454
Luzp2,0.072215326,0.7340421
Clasp2,-0.052391462,0.73404413
Zfhx3,-0.06519891,0.7341529
4930405A21Rik,-0.104194984,0.7343084
Gm8034,-0.12292835,0.7343427
Gm16023,-0.081308015,0.7343805
Exoc4,0.04901387,0.73457295
Nckap1,0.05203028,0.7346082
Icam2,0.0977969,0.73469585
Klf12,-0.06289921,0.7348917
Nbn,0.0557205,0.7349039
Cnot6,-0.052020118,0.7352218
Oaf,-0.062629975,0.7352626
Zzef1,0.051709794,0.7352753
Smim6,-0.11474086,0.7353677
Ube2d-ps,0.05875327,0.73542255
Ube2z,0.0486288,0.73544633
Selenom,0.046813577,0.735566
Triap1,-0.069574594,0.73558533
D430041D05Rik,0.065759696,0.73562384
Supv3l1,0.06329923,0.7357177
Gm16179,0.09212124,0.73573905
Mon2,-0.051931113,0.7358254
Nlrp5-ps,0.061120573,0.7358676
Snapin,0.04954523,0.73599935
A630052C17Rik,-0.085516185,0.7360221
Ncln,-0.051656533,0.7362476
Picalm,-0.052657492,0.736324
Emg1,0.055141084,0.7363296
Ace,-0.06941817,0.73639345
Creg1,0.04935206,0.7365594
Chp1,-0.051595315,0.73659587
Usmg5,0.060704935,0.73677796
Chfr,-0.053419996,0.7369904
Lmbrd2,-0.04814379,0.7370093
Cbx3,0.049361356,0.7371153
Mirlet7b,-0.16197127,0.7371817
Csdc2,0.08491708,0.7372728
Phf21b,0.114463635,0.73732847
Scp2-ps2,0.091995604,0.73741764
Gm19557,0.09159199,0.73746955
Gm6206,-0.08164384,0.7375481
Ric1,0.052466836,0.7376273
Wdfy3,-0.052275974,0.7379265
Mettl3,0.05070114,0.73792666
Snora24,-0.17734577,0.73815364
Cln5,-0.054599706,0.73818135
Dhx57,0.04651617,0.738237
Ubr5,-0.05092496,0.7383479
Fgd5,0.05286756,0.73835546
Ribc1,-0.09383458,0.73837584
Pgls,0.048176404,0.7385508
Trio,0.056962192,0.7385983
Sncg,-0.05326071,0.73861074
Tmem178b,0.098808475,0.73864245
Ift81,0.05405655,0.7388148
Akr1b8,-0.07924484,0.7388165
Plpp6,0.07054585,0.7388954
Mllt1,-0.04555317,0.73895323
Tkfc,0.061570507,0.7389884
Atp5j2,0.051421676,0.7390697
Tnfrsf13b,-0.13859229,0.73912096
Stard5,-0.052226055,0.7391972
Amz2,-0.048821345,0.7393223
Ago4,-0.060181275,0.7393379
Tusc2,0.059561394,0.7393636
Bop1,-0.049956147,0.7394621
Col2a1,-0.055656776,0.7394902
Gm6981,-0.14592674,0.73954755
Mmachc,-0.065931134,0.73967993
Rnf167,-0.050283704,0.7396823
Hspd1,0.04704017,0.7397184
Dnmt3aos,0.1237332,0.7397655
Gm26115,0.18916145,0.7397762
Slc33a1,0.058553126,0.7397888
Gm17415,0.11840042,0.73979497
Ezh2,-0.059400376,0.739824
Zfp563,-0.0777184,0.73983073
Gm15527,-0.11303488,0.7398689
Slc6a7,0.112980045,0.7399757
Gm10602,-0.08900603,0.7400492
Hes6,0.096076384,0.7403286
Rps6ka5,-0.049925487,0.7403293
Zfp207,-0.05070354,0.7405236
Gm15587,-0.14365616,0.7405937
Dlc1,-0.05149569,0.7406162
D130020L05Rik,-0.09767702,0.74086744
A130014A01Rik,-0.08157221,0.74090743
Cped1,0.046769187,0.7410173
Akirin1,0.04979868,0.74103767
D17Wsu92e,-0.050396394,0.7412045
Mrps18a,-0.05317807,0.74121463
Kdf1,0.13775045,0.7414774
Hamp,0.15587819,0.7414948
Aarsd1,0.14669657,0.74155307
Ppp2ca,0.051263195,0.7415951
Rtf2,0.04647104,0.74165016
2010315B03Rik,-0.059832152,0.7417116
Clec4a1,-0.10963954,0.7417121
Nsl1,-0.14305404,0.74180144
Bcl7c,-0.048948176,0.74184924
Sdk1,0.0529609,0.74189115
Umps,0.053944893,0.74192643
Adgrf2,-0.14645618,0.7419671
Numbl,-0.05144826,0.741968
Tmem231,0.06699625,0.7423614
Ngly1,0.051439315,0.74257827
Ric8a,-0.047357008,0.74262327
Ssh2,0.05001706,0.74263304
Nvl,0.04694596,0.74264556
Ggt5,-0.065473124,0.7426655
Dcaf4,0.055735905,0.7426892
Sema6c,-0.053097628,0.7427069
Eid2,0.0669098,0.7427515
Ttc39c,0.050713412,0.7427855
Gm16418,0.101484224,0.7428202
Gpx3,-0.112595975,0.74287134
Slc22a15,0.078694016,0.7429298
Gm26037,-0.121620625,0.7429575
Mrpl32,0.089705534,0.74298364
Sav1,-0.048902225,0.74310434
Slfn3,0.13042659,0.7431264
Arhgap10,-0.046978824,0.74319893
Smarce1,0.04532106,0.74322355
Gm10097,0.1453516,0.74324036
Taz,-0.045900937,0.74326456
Uba52,-0.07533436,0.74357677
Mrpl19,0.06402696,0.7436508
Arhgap25,0.08962775,0.7436873
Zcchc9-ps,0.14571434,0.7437384
Rps2,-0.050058592,0.74378467
Trnau1ap,-0.05744819,0.74382067
Slc20a2,-0.050441537,0.74398303
Ensa,-0.04628224,0.7440783
Gm10118,0.05147839,0.744087
A130010J15Rik,0.08881776,0.74412227
Nek6,0.052250363,0.7441297
Pde4c,0.07205899,0.744146
Mknk1,0.047386333,0.7443207
Anapc2,0.051698446,0.74432945
Wdr83,0.05642414,0.7444991
Alg12,0.05931695,0.74452627
Zfp219,-0.051497277,0.7445499
Zfp112,-0.07110337,0.74458194
Ankrd17,-0.04987448,0.744671
Sh3bgrl,0.04759684,0.74468344
Dnajc30,-0.07640014,0.7446977
Gm23841,-0.11454119,0.74471396
Alad,0.047379725,0.74480456
Csk,0.04928362,0.74483883
Frmd7,0.122142695,0.7449164
Rgs14,0.14893477,0.7450039
Fign,0.050138623,0.74512845
Clec16a,-0.04608755,0.74516696
Gm13071,-0.105433665,0.74516726
Gm14150,0.07867416,0.74516773
Gm14029,-0.17642917,0.74519074
Gm28557,0.12120528,0.7451978
Glis1,0.10951551,0.7452215
Zc3h8,0.09714415,0.74528956
Ifitm5,-0.09687637,0.74536896
Osgepl1,-0.06863476,0.7454157
Begain,0.08512685,0.7455046
Apmap,-0.057953212,0.745505
Glcci1,0.05711046,0.7455397
Iqcb1,0.06088938,0.7456915
Nfya,-0.04622945,0.7457665
Gm22586,0.15148462,0.7458995
Sord,0.04771529,0.74608415
Rbm7,0.047983136,0.74617994
D430018E03Rik,-0.07359602,0.74632084
Zfpm1,-0.053676654,0.7463234
Pfas,-0.0449909,0.7463749
Nup107,-0.051321343,0.7465142
Mrtfa,-0.04450913,0.7465267
Rnf20,0.047715012,0.74665666
Senp2,0.044046484,0.74665964
Gm6963,0.10155709,0.7467078
Fgf1,0.050947037,0.7467198
Hrh1,0.079632536,0.7467407
Atr,-0.04738598,0.7468099
Vps35l,0.045665655,0.7468209
Rps27a,-0.046245642,0.74684006
Ythdf3,0.04484342,0.7468404
Srsf4,-0.049649496,0.7468989
Rb1cc1,-0.04981299,0.74696535
Ptcd1,-0.04674253,0.7469834
Gstp1,-0.048020836,0.7469888
Snapc5,-0.06608594,0.74701834
Pdcd7,-0.047639877,0.74719465
Gm15558,-0.10889717,0.74734586
Panx2,-0.12184277,0.747451
Vmp1,-0.056956556,0.7474595
Aatf,0.052177332,0.74757445
Trip4,0.04754641,0.7476485
Scamp1,0.047514167,0.7476523
Babam1,0.045366887,0.74767226
Gm8326,-0.085462555,0.7477205
Ccm2,-0.050580338,0.747768
Eif2b5,-0.046734083,0.74781555
Gm14239,0.09140538,0.74784184
Clrn1,-0.13883747,0.74799
Ice1,-0.050456602,0.74809206
Slitrk2,-0.068523206,0.7481831
Intu,-0.077925265,0.74823606
Tex2,-0.049711626,0.74826604
Ftl2-ps,-0.13900146,0.7482848
Bckdk,0.04756854,0.7483046
Gtpbp2,-0.044462793,0.7483263
Plp1,0.050965626,0.7483851
Cachd1,-0.044908747,0.74842596
Afg3l2,0.044419806,0.7485859
Dhrs11,0.08505843,0.7486157
Mtif2,-0.0548834,0.74877596
Lgals12,-0.08616745,0.7489285
1810055G02Rik,0.05594127,0.7492594
Ascc2,0.04396413,0.7493003
Sbno1,-0.048441,0.7493414
Vim,-0.052795585,0.74934465
Polr3d,-0.05105464,0.74934834
Pirb,0.08931941,0.7494061
Hectd3,0.04326992,0.7494357
Dnajc5,0.04806696,0.7494427
Tada1,0.0562578,0.7495667
Ints6,-0.046550773,0.7496375
Fzd4,-0.064415336,0.749709
Hook2,-0.09055565,0.7498342
Disp1,-0.04961432,0.7500163
Mxra8,0.048968676,0.7501687
Zfp994,0.07094801,0.7502189
Alpl,0.1030361,0.7502827
Hist1h3f,0.06929756,0.75029135
Mthfd2,-0.0849499,0.75042206
Ston2,0.05098245,0.7505797
Nfatc1,0.059480138,0.75070745
Myo7a,-0.049603228,0.7507121
6330403K07Rik,0.10968122,0.75077266
Etfa,0.047482744,0.7507903
Szrd1,-0.04698875,0.75086826
Bad,0.049551625,0.7509909
Hfe,0.06360734,0.75106394
Srpr,0.048807755,0.75109094
Gm11969,0.116452076,0.751106
Gm17082,-0.080560856,0.7512212
Lsamp,0.07191644,0.7512788
Cdc42ep2,0.05117092,0.7513175
Snhg17,-0.056246154,0.7513275
Wdr77,-0.045417085,0.7513434
Gm24601,-0.19375847,0.75143176
Ctc1,0.04651383,0.75151587
Zfp40,0.05103022,0.75152445
Dbt,-0.068827055,0.7515364
Mgat4a,0.062622905,0.7515564
Hmcn2,0.1133607,0.75156814
Gm15911,0.12278645,0.7517381
Trim28,-0.048820693,0.75181264
Rab11fip5,-0.05117201,0.7518224
4632427E13Rik,-0.04350483,0.7519724
Hbs1l,-0.043757126,0.7519856
Borcs5,-0.046189837,0.7520297
A730081D07Rik,0.10250196,0.7520319
Mbd2,-0.044077113,0.7520915
2300009A05Rik,-0.12556168,0.75231963
Cxcr6,0.087444715,0.7524696
Men1,-0.047951102,0.7524699
Cdh1,0.0567041,0.75250983
Rps27l,0.06026746,0.7526308
Vxn,0.14796638,0.7526557
Lsm5,-0.114447415,0.75286406
Uros,0.06276127,0.7528807
Timm23,0.05209958,0.7528919
Tmem185a,0.05581099,0.75290596
Fitm2,0.050038375,0.7529551
Araf,-0.048391297,0.7529652
Lrp12,0.05047916,0.75296533
Mgme1,-0.060568564,0.752997
Fopnl,0.064160004,0.75299853
Naa50,-0.0440078,0.75301737
Ddx6,-0.04773584,0.7530859
Zfp97,-0.083534256,0.7530971
Wrap53,0.06024069,0.75310105
Zfp282,0.043464907,0.7531166
Ppp1r16a,0.046551533,0.7531835
Gm17058,-0.113851815,0.7536057
Gm26626,0.14479057,0.7536308
Gm7707,-0.12267063,0.753804
Bbs12,0.08838838,0.7538789
Kcnh6,0.14596897,0.75391424
Zfp141,-0.06501493,0.7540774
Gnl2,-0.044099636,0.75420034
Zfp592,-0.05154058,0.75423795
Tob1,-0.04673172,0.7543501
Tbl1xr1,-0.04783634,0.75435495
Tarbp2,0.050692238,0.7543853
Nutf2,-0.053861868,0.7544197
Dgcr6,-0.05385118,0.75447124
Prrg1,0.051062666,0.7544932
Fam126b,-0.04964964,0.75457525
D830025C05Rik,-0.15957353,0.7546497
Tia1,0.044320464,0.7546879
Rpp40,-0.07947229,0.7547044
Cap1,0.048956048,0.75479716
Tm9sf1,0.04994159,0.7548269
Zfp398,-0.04356748,0.7548745
Bysl,0.056890912,0.7548926
Sec24c,-0.048447143,0.7549104
Gt(ROSA)26Sor,-0.08639842,0.7549488
Tpt1-ps5,-0.07009334,0.7549834
Comt,0.04834496,0.7550169
Hmox2,-0.05225749,0.75507456
Hsd3b7,-0.04863125,0.7551182
Mtx3,-0.050182983,0.7551599
Cops2,0.042467274,0.75522894
Nfkb2,0.045980286,0.7553241
Tor2a,0.053014457,0.7553317
Zeb2os,0.10742594,0.7554052
Vwa2,-0.080368005,0.75549227
1700066M21Rik,0.07294266,0.75557965
Gm26623,0.13097881,0.7555973
Nae1,0.04767572,0.7556767
Bglap3,-0.10890729,0.7557099
Bpifb5,0.12457892,0.75572413
2810454H06Rik,-0.09639424,0.7557426
Kif7,-0.059978917,0.75585896
Bmp3,-0.062190715,0.7559051
Faf2,0.043153144,0.75591135
Osbpl2,-0.04489628,0.7559168
Kiss1r,-0.07396254,0.7560138
Pdcd6,-0.045173563,0.7560882
Mob3c,0.06857311,0.75613976
Ank1,-0.10322001,0.7562229
Wdr13,0.04850018,0.7562519
Actr2,-0.047719095,0.75630647
Snapc2,0.05500526,0.7564003
Ndufb3,-0.053914346,0.7564344
Cdc20,-0.10009144,0.7564698
Arpc2,-0.04730618,0.7565116
Smurf2,0.045129705,0.7566004
Ces1f,0.2211891,0.7567079
Pck1,-0.15733482,0.7567485
Pde4d,-0.05135303,0.7567491
Cacfd1,-0.046342105,0.75687164
Hoxc4,0.052199442,0.7570101
Fam171a2,-0.04421554,0.7570926
Cyp2j9,0.051497944,0.7571572
Tac4,-0.14786841,0.7572359
Zfp36l1-ps,-0.101675935,0.7575748
Col27a1,0.057995006,0.7576915
Gm609,0.068315215,0.7577335
1700034J05Rik,-0.07166423,0.7577514
B230208H11Rik,0.0994863,0.75784284
Gm12701,0.09244636,0.7578657
Gm13433,-0.1274452,0.7578992
Tsg101,0.046416946,0.75813764
Dclre1c,0.051474735,0.75826687
Zfr,-0.047142234,0.7583416
Pja2,0.048045147,0.7583774
4933434E20Rik,-0.042954776,0.75844556
4933434E20Rik,-0.042954776,0.75844896
Gm8250,0.09786965,0.75845504
Gm17089,0.1188196,0.7584761
Chek2,0.11505047,0.75873244
Fam129a,-0.043816153,0.7587459
Ranbp10,-0.044053122,0.7587796
Macf1,-0.05008699,0.758887
Naa40,-0.044256713,0.758919
Mrpl17,0.045567293,0.75897366
Slc20a1,-0.04410334,0.7589818
Gm6807,-0.08014459,0.75916475
Nol12,-0.05169292,0.759205
1500015A07Rik,0.085453846,0.75927126
Lman2,0.048754856,0.75927985
Mss51,-0.1193831,0.75951946
Gm14303,-0.072058514,0.75962144
Gm6170,-0.052891992,0.75962627
E030037K01Rik,0.13629805,0.75985503
Tmem154,0.14393514,0.75990915
Scnm1,0.046420556,0.7599392
Ybx2,-0.08967413,0.760099
C130046K22Rik,0.12506345,0.7601029
Bmt2,-0.0476592,0.76013595
Ormdl1,0.085489914,0.76023537
Map1lc3b,-0.047706503,0.7605137
Tnfrsf14,-0.07314354,0.7605329
Hnrnpdl,0.048239235,0.76060164
Kank4,-0.05132959,0.7606212
Cybc1,-0.045859378,0.7607529
4930545L23Rik,-0.079059504,0.7607929
Slk,-0.046924036,0.7608066
Mcm3ap,-0.042881746,0.760829
Tab2,-0.04900283,0.76085323
Polr1d,0.049139585,0.76105595
Gm43302,-0.080728345,0.7610583
Tcea1,0.044017985,0.7613214
Bcl2l12,-0.060509868,0.7613238
Mir8091,0.12748781,0.7613412
Gm27209,-0.10474287,0.76138955
Hist2h3c2,0.13368642,0.76139665
Gm21989,-0.09079211,0.7615752
Tox,0.06671005,0.76158506
Kirrel3,-0.082957104,0.7615999
Traf6,-0.04372564,0.7616405
Ybx1,0.04708046,0.76166177
Scamp2,-0.04609317,0.7616651
Zc3h14,-0.042243425,0.7617489
Pcdhb16,0.062243417,0.7617641
Zfp459,-0.105425365,0.7618616
Rhbdd2,-0.043780807,0.7618996
Gm14966,0.110678226,0.76231074
Rptoros,0.1000002,0.7623985
Tatdn3,-0.050476484,0.762422
Gm17586,-0.11723505,0.76249754
Wasf3,-0.0665775,0.7626329
Osbpl7,-0.048994888,0.7627855
Usp18,-0.07673917,0.76283646
Ptges2,0.051118642,0.7628478
Sntb1,0.04696831,0.76292264
Gm16189,0.11391908,0.7629582
Tab3,-0.051130135,0.762967
Slc25a33,-0.086921714,0.76299745
Coq2,-0.04327667,0.76301134
Eaf1,0.04234886,0.7630605
Gm28119,0.08680834,0.76307344
Rnf10,0.04582781,0.76310235
Paics,0.046172258,0.76312256
Rabl3,0.075293764,0.7631876
Ctdsp1,0.046409573,0.763449
Drc3,0.11592956,0.7636042
Mxd4,-0.050008763,0.7636945
Plcxd1,-0.07552629,0.76380247
Bbs4,-0.05371002,0.76411426
Gm5909,-0.116727225,0.7641687
Rap1b,-0.042643633,0.7642072
Cnot8,0.041659698,0.764209
Gm17055,0.14329317,0.76445764
Phf5a,0.05727166,0.76448643
Alg6,0.04606147,0.7645273
Arhgef11,0.045939606,0.76462483
Metap1d,0.040444065,0.7646735
C1qa,-0.07556805,0.7647949
Dennd6a,-0.041953154,0.7648136
Zik1,-0.07651367,0.76487195
Gm16059,-0.07739466,0.7648971
Dus1l,-0.045016766,0.7649029
Zp3r,0.10524783,0.7649296
Gm11488,-0.1524194,0.76493835
Gm18829,-0.1118006,0.7649552
Bard1,-0.09916757,0.76499265
Morc4,0.043536894,0.7650087
Ppp4r1l-ps,0.044372756,0.76505536
Setd7,0.045418724,0.76508266
Tomm6os,-0.13190466,0.76521593
Hnrnpul1,-0.046433967,0.7653164
Rev1,-0.046110667,0.7653394
Gm11793,-0.11157304,0.76552004
Asic1,-0.09567489,0.7655621
Zfp229,0.061094496,0.7656754
Efna4,-0.11161553,0.76577026
Itgam,0.09112144,0.76579756
Lrch3,-0.045686398,0.7658043
Slc39a10,-0.042003624,0.76592636
Prpf40a,0.04169613,0.7659603
Gm20732,-0.08741862,0.76613826
Zfp11,-0.068030275,0.7662463
Jakmip2,0.05704413,0.7662827
Cct4,-0.040207416,0.7663578
Mif,-0.042921957,0.7664998
A530017D24Rik,-0.076650955,0.7665217
Ascc1,-0.06442226,0.76654285
Cpe,0.04591349,0.7665521
Tsc2,-0.046323586,0.7665679
Gm11425,0.07312551,0.7665722
Nt5dc1,0.056636836,0.7665889
Dexi,-0.04928239,0.7667932
Zfp64,0.044240586,0.7667961
Il6st,0.049391523,0.7668105
1700088E04Rik,0.072883606,0.76693755
Tgfb2,0.076225005,0.7672189
D130007C19Rik,0.10911093,0.76722306
Irf5,0.06858474,0.7673282
Gfra4,0.1294069,0.7673357
Rgs22,0.10291189,0.7673377
